application_id,application_date,branch_id,state,applicant_age,annual_income,employment_type,employment_years,credit_score,existing_debt_balance,num_credit_lines,num_prev_loans,prev_defaults,loan_amount,loan_purpose,loan_term_months,interest_rate,monthly_payment,debt_to_income,risk_grade,loan_default
APP-000029,2022-11-06,BR-021,WA,63,135605.07,Salaried,4.7,707.0,191153.74,3,8,0,271840.6,Medical,48,5.88,6369.24,0.5636,C,1
APP-000030,2020-03-11,BR-015,IL,55,76908.94,Unemployed,8.8,666.0,63667.87,10,2,0,68989.67,Medical,24,4.95,3025.13,0.472,C,1
APP-000031,2020-07-07,BR-001,IN,31,33460.66,Self-Employed,8.1,542.0,50643.19,3,4,1,20173.41,Home Purchase,12,7.25,1747.87,0.6268,E,0
APP-000032,2021-05-08,BR-015,MA,26,39256.5,Unemployed,18.2,715.0,73419.25,9,7,0,100344.94,Home Improvement,36,6.29,3065.89,0.9372,C,1
APP-000033,2021-12-25,BR-001,MA,29,36691.31,Self-Employed,0.4,653.0,21069.37,6,4,0,125013.9,Business,60,6.27,2432.6,0.7956,D,0
APP-000034,2020-08-08,BR-011,MD,23,122350.63,Self-Employed,0.9,709.0,202111.66,9,8,0,415438.94,Home Purchase,36,4.57,12371.03,1.2133,C,0
APP-000035,2020-05-23,BR-001,IL,30,68383.27,Salaried,5.6,588.0,102428.66,2,0,0,106259.45,Medical,12,5.96,9143.42,1.6045,E,0
APP-000037,2020-03-10,BR-001,WI,72,13499.23,Salaried,5.0,533.0,9948.58,4,1,1,30063.99,Home Improvement,36,7.21,931.18,0.8278,E,0
APP-000039,2023-07-15,BR-030,IN,50,66090.25,Salaried,2.0,850.0,84025.97,10,8,0,34908.62,Home Purchase,36,4.4,1036.86,0.1883,A,0
APP-000040,2020-06-28,BR-008,PA,57,48132.4,Self-Employed,7.3,680.0,94683.13,11,4,0,100565.76,Auto Loan,24,5.71,4444.01,1.1079,C,1
APP-000041,2022-11-24,BR-016,PA,62,50065.48,Self-Employed,0.0,708.0,63009.26,11,7,0,33503.05,Medical,60,4.42,623.38,0.1494,C,0
APP-000042,2021-05-31,BR-024,MI,63,38334.61,Self-Employed,10.9,686.0,54775.46,10,2,0,12786.66,Auto Loan,60,4.7,239.55,0.075,C,0
APP-000043,2022-09-06,BR-015,CA,38,63244.22,Salaried,8.0,713.0,56170.84,2,0,0,78774.91,Education,60,4.67,1474.7,0.2798,C,0
APP-000044,2022-06-17,BR-010,IN,41,82185.2,Contract,0.0,696.0,35064.5,12,3,0,239802.62,Home Improvement,36,4.74,7159.14,1.0453,C,0
APP-000045,2020-12-05,BR-018,CO,40,31972.55,Salaried,3.4,699.0,22229.51,15,4,0,102897.9,Business,36,5.59,3111.27,1.1677,C,0
APP-000046,2020-12-13,BR-017,CO,43,81083.93,Self-Employed,1.0,752.0,143003.14,9,8,0,170087.04,Home Purchase,36,5.65,5147.45,0.7618,B,1
APP-000047,2022-03-08,BR-018,GA,33,56362.34,Part-Time,6.4,666.0,12060.47,4,0,0,85068.56,Medical,60,6.57,1667.25,0.355,C,0
APP-000048,2022-02-04,BR-029,MO,33,33509.35,Salaried,6.9,715.0,6481.58,2,0,0,20611.2,Medical,84,4.82,289.58,0.1037,C,0
APP-000049,2023-02-09,BR-028,TN,43,38971.96,Salaried,3.3,729.0,7105.74,11,2,0,126194.69,Personal,12,5.31,10821.15,3.332,B,0
APP-000050,2020-07-20,BR-004,MA,61,50372.79,Self-Employed,6.4,766.0,26005.14,13,4,0,168436.85,Business,36,3.86,4962.44,1.1822,B,1
APP-000051,2020-06-18,BR-024,GA,67,16312.96,Part-Time,3.6,575.0,8213.38,8,8,2,32234.5,Education,60,6.81,635.4,0.4674,E,1
APP-000052,2023-04-24,BR-030,CA,48,76351.53,Salaried,8.0,605.0,51375.36,11,1,1,169712.92,Business,24,6.13,7531.73,1.1837,D,1
APP-000053,2023-10-24,BR-026,NC,66,48176.9,Salaried,7.7,607.0,28324.28,9,0,0,15997.87,Medical,48,6.26,377.62,0.0941,D,1
APP-000054,2021-06-11,BR-022,FL,58,33401.36,Self-Employed,6.5,739.0,7220.95,7,2,0,67370.19,Personal,60,5.38,1283.12,0.461,B,1
APP-000055,2022-03-05,BR-030,MA,25,178528.89,Contract,7.6,769.0,148055.2,3,0,0,371623.34,Education,36,5.48,11218.15,0.754,B,0
APP-000056,2022-07-17,BR-025,MI,33,51175.25,Salaried,5.5,765.0,53617.69,3,7,0,145748.51,Home Purchase,12,4.71,12457.8,2.9212,B,0
APP-000057,2022-08-13,BR-010,NY,45,22955.82,Salaried,9.3,619.0,25629.46,13,3,1,48189.72,Education,60,6.96,953.31,0.4983,D,1
APP-000058,2021-05-29,BR-030,NY,30,16076.56,Part-Time,3.8,598.0,31801.84,6,8,0,35445.21,Personal,84,6.77,530.99,0.3963,E,1
APP-000059,2021-07-03,BR-016,NY,33,39555.66,Unemployed,9.2,508.0,23028.36,7,0,0,47808.34,Home Improvement,36,6.68,1469.2,0.4457,E,0
APP-000060,2020-02-26,BR-012,TX,72,148281.6,Salaried,3.7,627.0,185457.6,6,6,0,317706.05,Business,84,6.21,4673.28,0.3782,D,0
APP-000061,2022-04-04,BR-030,TN,38,169208.6,Contract,4.7,539.0,40707.91,15,7,1,79087.23,Home Improvement,84,7.31,1205.66,0.0855,E,0
APP-000062,2021-03-13,BR-023,OH,70,56388.4,Salaried,8.2,554.0,62726.32,4,6,1,71329.83,Auto Loan,60,6.58,1398.32,0.2976,E,0
APP-000063,2023-12-14,BR-003,MD,67,29641.95,Contract,5.6,743.0,42790.55,4,3,0,79054.76,Medical,24,4.44,3448.45,1.396,B,0
APP-000064,2021-08-17,BR-017,MO,60,48518.28,Salaried,0.5,638.0,68479.02,9,4,0,130182.85,Home Improvement,48,5.96,3054.96,0.7556,D,1
APP-000066,2020-01-16,BR-016,CA,40,93497.58,Self-Employed,6.4,679.0,37165.51,13,0,0,258235.73,Home Purchase,12,5.9,22213.56,2.851,C,1
APP-000069,2022-10-18,BR-007,OH,39,68826.84,Self-Employed,4.8,638.0,57745.98,6,1,1,34173.98,Debt Consolidation,48,5.38,792.9,0.1382,D,0
APP-000070,2022-09-28,BR-014,TX,67,51958.85,Salaried,3.5,792.0,51786.54,13,6,0,176548.82,Medical,48,4.04,3989.47,0.9214,A,0
APP-000072,2022-04-06,BR-013,TX,35,13183.2,Contract,9.2,711.0,15502.25,9,8,0,40953.36,Medical,12,5.68,3518.69,3.2029,C,0
APP-000073,2021-04-18,BR-021,OH,33,94912.17,Salaried,4.0,679.0,75154.67,1,7,0,188221.22,Home Improvement,48,6.36,4451.51,0.5628,C,1
APP-000074,2022-12-18,BR-013,WI,24,51930.98,Salaried,6.4,763.0,30703.83,7,7,0,165358.76,Home Improvement,60,4.28,3066.27,0.7085,B,1
APP-000075,2023-12-11,BR-021,NY,22,53330.99,Self-Employed,6.9,707.0,67184.67,2,3,0,44849.15,Personal,12,6.24,3864.96,0.8697,C,1
APP-000076,2020-08-03,BR-006,IL,53,48467.2,Part-Time,9.3,653.0,35660.31,12,0,0,14811.94,Home Purchase,36,5.19,445.19,0.1102,D,0
APP-000077,2021-03-08,BR-027,NY,71,80256.51,Salaried,12.2,653.0,29659.07,4,2,0,120371.37,Home Improvement,24,5.23,5293.27,0.7915,D,1
APP-000078,2022-12-26,BR-022,MI,46,43385.07,Contract,7.5,596.0,61196.73,10,1,1,48551.05,Medical,24,7.05,2174.86,0.6016,E,1
APP-000079,2020-03-21,BR-022,TX,64,70055.12,Self-Employed,21.1,634.0,79979.62,1,7,0,97355.74,Home Improvement,36,5.73,2949.85,0.5053,D,1
APP-000080,2023-05-17,BR-009,MI,45,53274.42,Self-Employed,11.4,733.0,93507.11,8,0,0,84091.65,Home Improvement,36,5.37,2534.3,0.5708,B,0
APP-000081,2023-10-20,BR-024,MA,47,41863.46,Salaried,4.0,764.0,55378.27,15,0,0,85734.38,Debt Consolidation,36,4.86,2564.15,0.735,B,0
APP-000082,2023-03-20,BR-001,CA,32,93393.24,Contract,12.8,612.0,3154.51,2,0,0,254287.85,Home Improvement,24,7.0,11385.12,1.4629,D,1
APP-000083,2022-10-17,BR-007,NC,39,77543.12,Part-Time,6.3,652.0,69429.01,3,7,0,179105.63,Home Improvement,24,5.21,7874.47,1.2186,D,0
APP-000084,2021-09-05,BR-003,PA,26,114081.91,Salaried,9.3,539.0,16608.76,12,3,0,370347.31,Medical,60,7.26,7378.84,0.7762,E,0
APP-000085,2021-03-26,BR-020,IL,23,166976.0,Self-Employed,4.6,465.0,190029.9,4,5,1,80027.59,Medical,24,7.44,3599.03,0.2587,E,1
APP-000087,2020-01-02,BR-017,TN,39,49467.14,Self-Employed,11.7,797.0,6378.83,1,6,0,157860.07,Business,84,4.75,2212.68,0.5368,A,0
APP-000088,2021-06-22,BR-021,CO,56,30269.63,Salaried,8.0,668.0,17600.8,14,5,0,22053.95,Business,84,4.96,311.29,0.1234,C,0
APP-000089,2023-08-06,BR-026,NY,38,74082.93,Self-Employed,6.3,521.0,83901.24,8,6,2,64641.33,Business,36,7.26,2003.63,0.3245,E,1
APP-000090,2022-08-03,BR-012,AZ,37,54817.08,Salaried,15.6,619.0,19872.7,5,2,1,107999.68,Home Purchase,36,6.02,3286.54,0.7195,D,0
APP-000091,2020-02-29,BR-023,WI,65,31902.43,Salaried,2.9,627.0,7695.78,5,8,2,25665.83,Home Improvement,36,6.53,786.98,0.296,D,0
APP-000093,2022-05-16,BR-024,NC,46,16228.71,Self-Employed,5.8,717.0,30030.02,6,7,0,56166.82,Medical,48,4.55,1282.06,0.948,C,1
APP-000094,2021-08-29,BR-001,MD,70,38962.94,Self-Employed,10.7,830.0,41660.47,14,7,0,95799.75,Medical,24,4.98,4202.01,1.2942,A,0
APP-000095,2023-09-27,BR-014,NJ,47,80231.49,Salaried,10.6,763.0,102880.6,4,4,0,27017.47,Personal,48,4.61,617.43,0.0923,B,0
APP-000096,2022-09-27,BR-025,NC,29,53709.23,Salaried,8.5,779.0,55938.82,15,4,0,167228.43,Auto Loan,36,4.62,4983.5,1.1134,B,0
APP-000098,2022-12-23,BR-011,OH,50,22219.55,Unemployed,11.1,713.0,20131.47,7,8,0,15098.5,Education,12,5.52,1296.15,0.7,C,1
APP-000100,2020-09-07,BR-004,MO,62,27575.99,Part-Time,4.2,833.0,15577.61,13,7,0,33860.12,Business,84,4.4,469.09,0.2041,A,0
APP-000101,2022-08-23,BR-013,IL,24,67118.16,Contract,7.6,721.0,24151.49,15,6,0,211178.23,Education,36,4.45,6277.19,1.1223,B,0
APP-000102,2020-12-28,BR-024,WA,49,112675.12,Salaried,6.8,647.0,11493.54,14,8,0,143702.24,Home Improvement,60,5.07,2716.45,0.2893,D,0
APP-000104,2020-01-07,BR-028,GA,44,61628.0,Salaried,4.4,665.0,61403.3,5,4,0,79889.61,Medical,36,6.52,2449.26,0.4769,C,0
APP-000105,2023-06-25,BR-002,TN,47,124119.61,Part-Time,1.0,588.0,52537.04,11,8,1,114190.73,Debt Consolidation,84,6.43,1691.8,0.1636,E,0
APP-000108,2020-12-10,BR-014,IL,49,42042.5,Contract,17.6,554.0,62273.31,9,8,2,61523.25,Medical,12,7.31,5332.2,1.5219,E,0
APP-000109,2022-09-01,BR-004,TX,28,117029.19,Salaried,7.0,717.0,211863.53,15,4,0,258150.56,Home Improvement,48,6.09,6073.33,0.6228,C,0
APP-000110,2022-08-12,BR-013,OH,39,68646.68,Salaried,0.0,668.0,5938.13,7,6,0,236834.56,Auto Loan,36,5.97,7201.75,1.2589,C,0
APP-000111,2022-10-05,BR-022,MA,32,68286.13,Contract,6.9,625.0,53870.91,9,4,1,170356.12,Business,48,5.63,3971.98,0.698,D,0
APP-000112,2020-04-17,BR-006,OH,47,102673.59,Self-Employed,7.0,675.0,145275.49,5,8,0,167184.12,Medical,12,5.76,14370.5,1.6796,C,1
APP-000115,2021-08-15,BR-009,TX,59,31733.81,Self-Employed,0.5,544.0,31545.12,9,8,0,21099.7,Home Purchase,48,7.62,511.35,0.1934,E,1
APP-000116,2022-10-11,BR-008,MA,23,46293.23,Salaried,5.9,849.0,26787.72,1,0,0,148339.3,Personal,60,3.64,2707.86,0.7019,A,0
APP-000118,2023-03-19,BR-005,NJ,56,81455.72,Part-Time,4.4,659.0,158752.58,13,4,0,67335.55,Education,24,6.2,2990.42,0.4405,D,0
APP-000119,2020-07-01,BR-006,MA,65,25077.17,Salaried,4.1,698.0,45920.77,14,3,0,80752.35,Debt Consolidation,12,5.04,6914.49,3.3087,C,1
APP-000120,2023-06-05,BR-017,MI,52,93864.78,Part-Time,6.9,560.0,18760.55,3,0,0,173631.61,Personal,60,6.06,3361.63,0.4298,E,0
APP-000121,2022-10-19,BR-002,PA,22,53892.03,Part-Time,11.1,836.0,43229.65,9,1,0,62287.48,Personal,84,4.85,875.98,0.1951,A,0
APP-000122,2020-03-06,BR-027,IL,47,27335.63,Part-Time,6.35,850.0,38595.86,9,3,0,64840.5,Debt Consolidation,12,4.98,5550.24,2.4365,A,0
APP-000124,2023-01-10,BR-011,MD,67,72071.35,Part-Time,8.9,681.0,143845.74,5,2,0,30225.69,Auto Loan,12,4.78,2584.5,0.4303,C,0
APP-000125,2022-08-24,BR-020,FL,56,23184.95,Salaried,7.1,688.0,6648.29,2,5,0,31011.55,Home Improvement,84,4.73,434.39,0.2248,C,0
APP-000126,2023-07-21,BR-028,NY,52,51995.27,Salaried,7.6,669.0,57236.28,5,6,0,128440.89,Debt Consolidation,24,6.72,5734.34,1.3234,C,0
APP-000130,2023-08-14,BR-015,FL,66,53099.33,Part-Time,11.0,778.0,32134.57,6,2,0,168567.28,Home Purchase,24,3.97,7317.77,1.6538,B,0
APP-000131,2021-05-17,BR-009,MA,38,21904.74,Salaried,0.0,594.0,14454.36,4,6,2,25365.21,Auto Loan,84,6.82,380.6,0.2085,E,1
APP-000133,2021-10-24,BR-012,MI,40,106855.38,Salaried,0.0,750.0,212225.62,1,7,0,228706.61,Business,36,4.66,6819.68,0.7659,B,0
APP-000134,2021-03-16,BR-024,OH,24,9726.81,Contract,6.2,602.0,17114.4,9,2,0,33343.15,Home Purchase,36,5.55,1007.58,1.2431,D,1
APP-000135,2021-04-29,BR-017,MA,21,39450.55,Salaried,0.0,787.0,16467.98,6,1,0,103966.05,Auto Loan,36,4.94,3113.16,0.947,A,0
APP-000136,2021-11-22,BR-007,WA,44,31166.92,Self-Employed,2.1,657.0,32402.56,14,6,0,48930.0,Home Improvement,60,6.03,946.64,0.3645,D,1
APP-000137,2022-03-11,BR-007,PA,31,76452.36,Salaried,8.3,804.0,131116.87,2,6,0,238203.62,Home Purchase,48,4.92,5477.03,0.8597,A,0
APP-000138,2021-06-11,BR-025,IL,25,34034.61,Salaried,2.6,603.0,13347.12,12,8,2,46446.54,Auto Loan,60,5.85,894.71,0.3155,D,0
APP-000139,2022-06-27,BR-030,NY,57,79112.02,Part-Time,0.0,452.0,37077.61,14,6,0,275881.53,Auto Loan,48,7.16,6626.83,1.0052,E,0
APP-000140,2023-10-13,BR-030,IL,64,59911.62,Salaried,3.2,721.0,102637.48,9,5,0,86978.23,Home Improvement,12,6.08,7489.1,1.5,B,0
APP-000141,2021-01-10,BR-007,NY,40,116249.53,Contract,11.6,625.0,185334.43,7,3,1,124477.83,Personal,36,7.23,3856.62,0.3981,D,0
APP-000144,2022-03-02,BR-008,WA,39,163558.08,Salaried,11.4,668.0,305541.8,3,3,0,411100.76,Education,84,6.2,6045.08,0.4435,C,0
APP-000145,2020-01-25,BR-009,TX,57,56115.2,Salaried,9.1,633.0,13657.39,6,1,1,112589.44,Auto Loan,48,7.1,2701.32,0.5777,D,0
APP-000146,2023-10-18,BR-025,MD,50,41136.72,Salaried,10.9,675.0,52619.89,15,1,0,130829.35,Debt Consolidation,84,6.73,1957.34,0.571,C,1
APP-000147,2021-07-29,BR-009,WA,30,68050.77,Salaried,5.9,562.0,41709.8,11,5,2,91414.81,Home Purchase,48,7.65,2216.71,0.3909,E,0
APP-000148,2022-08-03,BR-015,NC,64,72494.66,Self-Employed,5.9,605.0,94965.91,14,0,0,172676.52,Business,48,6.53,4097.41,0.6782,D,1
APP-000149,2021-01-06,BR-006,OH,37,51865.77,Salaried,14.8,656.0,63982.97,4,1,0,24678.34,Home Purchase,48,6.18,581.61,0.1346,D,1
APP-000150,2021-04-23,BR-002,IN,42,56890.51,Contract,6.4,709.0,4214.4,8,7,0,136276.56,Home Improvement,24,5.18,5989.63,1.2634,C,1
APP-000151,2020-01-06,BR-027,IN,38,24474.69,Salaried,6.7,561.0,41549.84,5,5,1,66756.5,Debt Consolidation,12,7.1,5779.3,2.8336,E,0
APP-000152,2023-04-26,BR-001,MI,70,23302.94,Part-Time,2.2,609.0,29087.78,9,3,1,29549.65,Home Purchase,36,6.47,905.26,0.4662,D,1
APP-000153,2022-09-14,BR-014,NC,70,53203.35,Salaried,4.1,603.0,52103.98,1,5,2,33253.49,Education,36,6.87,1024.8,0.2311,D,0
APP-000155,2020-10-31,BR-023,PA,35,63223.39,Self-Employed,8.3,663.0,24404.52,11,5,0,174352.72,Business,12,5.43,14960.28,2.8395,C,0
APP-000157,2021-12-02,BR-010,MD,32,33865.3,Salaried,3.1,550.0,54522.49,2,0,0,37346.31,Home Purchase,36,6.43,1143.44,0.4052,E,0
APP-000159,2021-05-07,BR-030,FL,67,27353.36,Salaried,9.3,745.0,48426.91,4,1,0,12813.34,Debt Consolidation,36,5.58,387.37,0.1699,B,1
APP-000160,2023-03-27,BR-006,OH,27,14167.47,Salaried,6.4,682.0,17876.19,4,5,0,36039.27,Education,60,5.27,684.57,0.5798,C,1
APP-000161,2021-02-24,BR-003,TX,50,44086.17,Salaried,3.1,532.0,13438.53,7,3,2,143948.23,Medical,84,8.13,2252.94,0.6132,E,0
APP-000162,2023-07-24,BR-008,NY,62,77320.07,Salaried,8.9,622.0,102992.14,6,4,0,62533.59,Home Improvement,36,6.28,1910.34,0.2965,D,0
APP-000163,2022-10-14,BR-026,WI,32,54539.69,Salaried,9.4,545.0,101652.38,4,8,2,77277.78,Business,24,7.39,3473.6,0.7643,E,1
APP-000165,2020-03-19,BR-020,MA,23,170208.93,Contract,2.8,657.0,253372.21,13,3,0,96539.59,Home Improvement,36,5.63,2920.76,0.2059,D,0
APP-000166,2022-12-04,BR-016,IN,42,146680.11,Salaried,5.6,595.0,284323.13,3,4,1,90208.75,Education,84,7.05,1363.7,0.1116,E,0
APP-000167,2023-01-06,BR-009,WI,36,55283.36,Salaried,5.2,781.0,32485.64,2,5,0,112768.21,Medical,84,4.17,1550.25,0.3365,A,0
APP-000168,2022-06-07,BR-009,MD,63,157850.06,Salaried,12.2,698.0,217748.02,12,8,0,188697.32,Home Improvement,24,4.65,8248.87,0.6271,C,0
APP-000169,2022-10-05,BR-027,AZ,33,76134.58,Salaried,9.9,750.0,52749.21,11,4,0,245188.72,Medical,36,4.45,7288.13,1.1487,B,0
APP-000170,2022-06-24,BR-011,PA,67,29818.7,Salaried,14.8,674.0,12877.26,15,5,0,27923.25,Business,60,6.46,545.83,0.2197,C,1
APP-000172,2021-09-05,BR-015,TN,71,67618.31,Contract,7.0,598.0,117426.43,2,2,2,98924.82,Business,60,7.24,1970.05,0.3496,E,1
APP-000174,2021-11-13,BR-016,NY,67,41954.24,Salaried,8.3,687.0,24738.93,14,2,0,45752.32,Education,12,4.76,3911.71,1.1189,C,0
APP-000175,2021-12-23,BR-027,WA,40,77526.27,Part-Time,9.5,534.0,101655.47,3,8,1,157003.51,Medical,48,7.32,3783.0,0.5856,E,1
APP-000177,2021-08-22,BR-019,OH,67,92019.64,Salaried,0.0,556.0,22342.08,11,5,0,304314.91,Debt Consolidation,48,6.08,7158.01,0.9335,E,0
APP-000178,2020-03-16,BR-026,CO,55,58744.42,Salaried,3.3,705.0,6719.4,12,7,0,39885.55,Home Improvement,36,5.54,1205.1,0.2462,C,0
APP-000179,2020-10-19,BR-025,TX,32,125299.67,Salaried,4.0,511.0,83428.1,2,2,1,415248.58,Personal,24,7.26,18640.73,1.7852,E,1
APP-000180,2023-10-26,BR-021,WI,59,177527.08,Salaried,1.0,850.0,163574.29,6,7,0,322800.77,Debt Consolidation,84,3.54,4344.28,0.2937,A,0
APP-000181,2021-12-16,BR-030,PA,64,79707.44,Salaried,11.2,777.0,134416.81,14,3,0,152278.73,Personal,24,4.21,6626.93,0.9977,B,0
APP-000182,2023-06-29,BR-015,WI,54,24055.39,Salaried,5.1,725.0,14142.28,12,5,0,33667.75,Personal,48,5.98,790.38,0.3943,B,0
APP-000183,2023-08-13,BR-029,OH,51,47628.73,Salaried,0.0,791.0,34513.61,14,4,0,30249.71,Business,36,4.55,900.51,0.2269,A,0
APP-000184,2022-02-07,BR-020,TN,24,64466.28,Salaried,2.6,589.0,5176.62,14,1,0,61558.15,Auto Loan,60,6.87,1215.15,0.2262,E,1
APP-000186,2022-11-21,BR-008,OH,38,39683.69,Salaried,10.6,756.0,15397.4,1,1,0,30870.93,Personal,12,5.13,2644.62,0.7997,B,0
APP-000187,2022-10-15,BR-018,FL,51,51062.02,Salaried,8.1,757.0,93892.65,13,7,0,178295.98,Education,12,4.33,15208.78,3.5742,B,0
APP-000188,2021-10-15,BR-007,MI,25,44376.52,Salaried,7.4,774.0,18116.39,1,5,0,71967.44,Auto Loan,84,5.21,1024.3,0.277,B,0
APP-000189,2022-06-22,BR-016,MA,67,21972.26,Salaried,6.7,548.0,894.47,3,5,0,37772.25,Personal,24,7.93,1707.13,0.9323,E,1
APP-000190,2021-07-13,BR-012,OH,21,65092.33,Self-Employed,6.8,689.0,2036.06,1,2,0,100307.92,Education,36,5.08,3009.92,0.5549,C,0
APP-000191,2022-06-12,BR-004,FL,24,57926.46,Salaried,3.1,677.0,95755.01,12,5,0,44835.34,Auto Loan,36,5.53,1354.45,0.2806,C,0
APP-000192,2022-08-28,BR-002,WI,44,47064.12,Salaried,10.1,687.0,8247.41,6,1,0,28532.69,Medical,48,5.94,669.31,0.1707,C,0
APP-000193,2021-12-22,BR-011,MA,53,68783.32,Self-Employed,4.3,655.0,18066.23,10,5,0,70076.85,Education,24,6.23,3113.12,0.5431,D,0
APP-000195,2020-01-17,BR-003,GA,59,57600.67,Salaried,5.2,549.0,90756.66,2,4,1,158817.9,Auto Loan,60,7.54,3185.4,0.6636,E,1
APP-000197,2022-08-08,BR-005,CO,50,55803.27,Salaried,0.6,611.0,36832.01,12,2,2,93880.82,Medical,36,6.29,2868.39,0.6168,D,1
APP-000198,2021-06-20,BR-008,PA,68,65920.61,Salaried,8.8,777.0,108150.74,7,1,0,148471.21,Home Purchase,84,4.1,2036.27,0.3707,B,0
APP-000199,2020-02-27,BR-003,MO,64,87383.04,Salaried,10.3,603.0,135352.3,14,4,0,158197.7,Medical,36,7.21,4899.89,0.6729,D,1
APP-000200,2021-12-02,BR-024,CA,44,46322.43,Salaried,8.4,799.0,45891.11,13,8,0,134952.38,Debt Consolidation,84,5.41,1933.51,0.5009,A,0
APP-000201,2020-10-04,BR-020,NC,31,19385.32,Part-Time,6.8,655.0,214.9,6,5,0,24632.95,Education,36,6.46,754.53,0.4671,D,1
APP-000202,2022-11-14,BR-020,TN,45,76598.17,Self-Employed,6.9,730.0,20903.07,12,1,0,176813.04,Medical,48,5.11,4080.7,0.6393,B,0
APP-000203,2023-07-24,BR-003,CO,53,41696.5,Salaried,12.9,674.0,36453.64,9,5,0,136105.12,Home Improvement,36,6.0,4140.58,1.1916,C,1
